customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned
SP-01339,47,138.14,9,2,0,5.0,0,24,Basic,Organic,Germany,0
SP-01340,25,86.61,12,7,1,4.6,1,13,Professional,Organic,Portugal,0
SP-01341,33,70.96,9,5,1,4.4,0,22,Professional,Paid,Germany,0
SP-01342,9,61.94,5,3,2,4.0,0,12,Basic,Referral,United Kingdom,0
SP-01343,8,45.6,11,6,3,3.8,0,3,Enterprise,Organic,Germany,1
SP-01344,35,53.51,12,4,1,3.7,0,3,Professional,Paid,Germany,0
SP-01345,12,169.18,7,1,0,3.4,0,18,Professional,Organic,United Kingdom,0
SP-01346,60,96.59,8,5,3,2.6,0,13,Basic,Organic,Germany,0
SP-01347,52,110.78,12,2,5,4.3,3,23,Professional,Organic,Portugal,0
SP-01348,43,76.74,10,5,0,2.6,1,19,Basic,Partner,Germany,0
SP-01349,45,212.06,5,2,0,4.3,0,3,Professional,Organic,Germany,0
SP-01350,36,53.71,10,1,3,3.6,0,8,Basic,Referral,United Kingdom,0
SP-01351,4,43.93,6,8,1,3.0,0,5,Basic,Organic,Germany,0
SP-01352,24,210.37,2,2,3,4.9,0,11,Basic,Paid,Germany,1
SP-01353,30,47.54,5,4,3,2.6,2,10,Enterprise,Organic,Germany,0
SP-01354,55,76.31,6,5,0,3.3,1,2,Basic,Organic,United Kingdom,0
SP-01355,14,64.0,12,4,1,3.3,0,7,Basic,Referral,Germany,0
SP-01356,30,99.55,6,3,0,3.9,0,7,Professional,Paid,United Kingdom,0
SP-01357,21,74.0,7,5,2,3.3,0,15,Enterprise,Referral,Portugal,0
SP-01358,9,110.93,10,1,1,5.0,0,11,Professional,Referral,Germany,0
SP-01359,7,121.02,8,2,1,2.7,0,6,Enterprise,Partner,Germany,0
SP-01360,22,45.43,10,3,0,5.0,0,5,Professional,Organic,Germany,0
SP-01361,5,61.14,13,2,2,3.0,3,2,Enterprise,Referral,United Kingdom,0
SP-01362,5,114.9,7,6,2,5.0,0,18,Basic,Organic,United Kingdom,0
SP-01363,22,131.21,5,6,1,4.7,1,19,Basic,Referral,Portugal,0
SP-01364,13,92.25,9,2,0,3.7,0,25,Basic,Referral,Portugal,0
SP-01365,34,102.58,10,4,1,4.0,2,7,Enterprise,Paid,Germany,0
SP-01366,2,151.25,7,6,0,3.5,1,30,Enterprise,Referral,Germany,1
SP-01367,19,74.37,10,3,1,4.1,0,18,Basic,Organic,Germany,0
SP-01368,28,91.84,6,5,3,3.2,0,20,Professional,Partner,United Kingdom,0
SP-01369,58,138.21,4,3,1,4.4,1,8,Basic,Organic,Germany,0
SP-01370,39,141.92,8,6,0,3.9,1,8,Enterprise,Organic,Portugal,0
SP-01371,53,82.66,6,3,0,3.0,0,17,Basic,Partner,Germany,0
SP-01372,21,61.91,5,2,0,4.1,1,25,Professional,Paid,Germany,0
SP-01373,27,82.28,11,4,1,4.1,2,30,Professional,Partner,United Kingdom,0
SP-01374,26,85.52,3,3,0,3.2,1,27,Basic,Organic,Germany,0
SP-01375,54,61.02,5,4,1,3.5,0,15,Enterprise,Organic,Portugal,0
SP-01376,58,64.63,8,3,2,4.2,2,4,Basic,Referral,United Kingdom,0
SP-01377,58,142.0,6,6,0,4.7,1,19,Professional,Organic,United Kingdom,0
SP-01378,46,104.55,5,1,3,3.7,1,5,Basic,Paid,Germany,0
SP-01379,31,76.46,12,4,1,4.5,0,36,Basic,Organic,United Kingdom,0
SP-01380,33,54.99,13,5,1,4.7,0,26,Basic,Organic,United Kingdom,0
SP-01381,59,64.94,6,5,3,4.8,0,11,Professional,Referral,Portugal,0
SP-01382,18,42.63,8,4,3,4.1,1,12,Professional,Organic,Portugal,0
SP-01383,21,93.24,14,2,0,3.1,0,17,Basic,Organic,Portugal,0
SP-01384,54,63.52,5,5,2,4.5,1,12,Enterprise,Organic,United Kingdom,0
SP-01385,24,96.27,5,1,0,3.6,0,18,Basic,Organic,Germany,0
SP-01386,15,114.41,9,3,3,4.2,0,11,Professional,Referral,Germany,0
SP-01387,34,96.84,11,4,1,3.3,0,8,Enterprise,Referral,Germany,0
SP-01388,20,72.7,7,4,1,3.3,0,5,Professional,Referral,Germany,0
SP-01389,54,59.79,7,5,2,3.2,2,8,Professional,Referral,Germany,0
SP-01390,55,51.92,5,4,0,2.7,0,13,Basic,Organic,Germany,0
SP-01391,19,136.13,10,1,1,3.3,1,5,Professional,Organic,United Kingdom,0
SP-01392,32,95.12,9,1,0,3.0,0,21,Professional,Partner,Germany,0
SP-01393,60,74.36,10,4,1,4.3,3,13,Professional,Organic,Germany,0
SP-01394,45,108.15,6,1,0,2.9,0,9,Professional,Paid,Germany,0
SP-01395,13,126.9,9,2,1,3.3,1,5,Enterprise,Organic,United Kingdom,0
SP-01396,36,64.05,4,0,1,3.8,1,23,Professional,Paid,Germany,0
SP-01397,38,93.95,6,4,3,5.0,1,29,Professional,Paid,United Kingdom,0
SP-01398,40,94.73,0,5,2,3.2,0,1,Enterprise,Referral,Portugal,0
SP-01399,2,148.46,7,2,0,2.7,2,12,Professional,Referral,United Kingdom,0
SP-01400,18,73.94,8,1,2,2.8,2,26,Basic,Partner,Germany,1
SP-01401,52,58.95,9,6,0,3.1,0,17,Professional,Paid,United Kingdom,0
SP-01402,15,98.2,8,2,2,3.3,1,3,Professional,Paid,Portugal,0
SP-01403,18,111.86,8,2,1,5.0,2,9,Professional,Partner,United Kingdom,0
SP-01404,20,90.83,12,2,1,4.6,2,4,Basic,Organic,Germany,0
SP-01405,11,152.82,9,2,2,3.5,2,5,Basic,Paid,United Kingdom,0
SP-01406,10,73.85,2,4,2,5.0,0,12,Professional,Partner,United Kingdom,0
SP-01407,21,91.75,11,3,2,3.3,0,16,Professional,Partner,Portugal,0
SP-01408,53,46.78,8,3,3,3.5,0,7,Enterprise,Organic,Germany,0
SP-01409,1,57.68,7,2,0,3.4,0,11,Basic,Paid,Portugal,0
SP-01410,17,64.21,8,2,1,4.6,1,16,Basic,Organic,United Kingdom,0
SP-01411,4,78.79,6,2,2,3.7,1,3,Professional,Paid,United Kingdom,0
SP-01412,34,49.64,5,3,3,5.0,3,5,Enterprise,Paid,United Kingdom,0
SP-01413,16,107.52,8,3,1,4.1,0,6,Basic,Referral,Germany,0
SP-01414,48,61.97,6,1,0,4.5,3,8,Basic,Organic,Germany,0
SP-01415,36,195.04,4,4,0,2.3,0,9,Enterprise,Organic,Germany,0
SP-01416,48,62.83,11,5,1,2.4,0,12,Basic,Organic,United Kingdom,0
SP-01417,39,87.91,13,6,0,2.5,0,7,Basic,Organic,United Kingdom,0
SP-01418,27,83.5,10,2,0,3.5,0,17,Enterprise,Organic,Portugal,0
SP-01419,52,55.79,13,4,0,2.6,0,8,Professional,Referral,Germany,0
SP-01420,29,78.91,14,3,1,4.8,1,4,Basic,Referral,United Kingdom,0
SP-01421,57,78.52,11,6,3,3.6,0,6,Enterprise,Referral,Germany,0
SP-01422,60,121.07,6,2,0,4.3,1,4,Professional,Paid,United Kingdom,0
SP-01423,36,99.7,9,2,0,3.4,0,1,Enterprise,Organic,Germany,0
SP-01424,41,106.88,7,2,0,4.5,1,34,Basic,Partner,Germany,0
SP-01425,16,119.96,10,5,1,2.2,0,1,Professional,Referral,Germany,0
SP-01426,49,107.59,7,2,1,3.8,1,8,Basic,Organic,Portugal,0
SP-01427,41,93.63,6,6,1,4.2,0,11,Basic,Organic,United Kingdom,0
SP-01428,55,63.98,8,3,1,4.3,2,10,Professional,Paid,United Kingdom,0
SP-01429,17,91.22,5,3,1,3.5,0,1,Basic,Referral,Germany,0
SP-01430,48,59.32,4,3,2,2.4,1,12,Basic,Organic,Germany,1
SP-01431,29,81.33,7,4,0,4.6,1,23,Professional,Partner,Portugal,0
SP-01432,12,77.11,6,4,1,3.5,1,3,Basic,Referral,United Kingdom,0
SP-01433,11,79.08,5,3,1,3.6,1,11,Enterprise,Paid,Germany,0
SP-01434,34,49.83,13,3,2,5.0,2,12,Professional,Organic,Portugal,0
SP-01435,20,27.04,9,0,0,3.9,0,10,Professional,Referral,Germany,0
SP-01436,7,71.51,6,5,1,3.4,1,37,Professional,Organic,United Kingdom,1
SP-01437,26,131.63,14,2,1,3.3,1,9,Enterprise,Organic,Germany,1
SP-01438,40,87.39,8,2,0,4.3,0,7,Professional,Partner,Portugal,0
SP-01439,20,127.61,4,6,1,3.1,0,2,Professional,Organic,Portugal,0
SP-01440,58,59.47,7,5,0,4.2,0,25,Basic,Organic,Germany,0
SP-01441,47,70.12,15,3,2,4.7,1,4,Enterprise,Referral,Portugal,0
SP-01442,31,200.27,8,2,1,3.7,2,13,Basic,Paid,Portugal,0
SP-01443,57,60.87,7,2,2,4.6,0,27,Professional,Organic,United Kingdom,0
SP-01444,26,106.02,14,1,1,3.7,2,15,Professional,Organic,United Kingdom,0
SP-01445,9,105.95,12,5,2,3.3,0,3,Professional,Organic,United Kingdom,0
SP-01446,3,101.21,11,1,0,2.5,1,17,Professional,Paid,Germany,1
SP-01447,57,106.57,3,3,1,4.0,0,6,Basic,Paid,Germany,0
SP-01448,58,60.53,9,4,0,4.0,1,16,Enterprise,Paid,Germany,0
SP-01449,45,72.88,10,3,3,4.6,0,34,Basic,Paid,Germany,0
SP-01450,7,29.29,7,7,2,4.5,0,15,Basic,Paid,Germany,0
SP-01451,18,150.6,8,6,0,5.0,1,10,Enterprise,Organic,Germany,0
SP-01452,3,106.31,11,4,2,3.3,0,1,Basic,Paid,United Kingdom,0
SP-01453,4,64.24,9,3,0,4.1,1,6,Basic,Organic,United Kingdom,0
SP-01454,15,59.72,12,2,3,3.2,0,4,Basic,Partner,Germany,0
SP-01455,35,132.59,2,3,1,4.5,0,15,Basic,Referral,Germany,0
SP-01456,4,62.47,8,3,1,3.1,2,26,Enterprise,Paid,United Kingdom,1
SP-01457,60,64.16,11,3,0,4.5,0,14,Professional,Referral,Portugal,0
SP-01458,28,54.87,8,2,2,3.2,0,11,Basic,Referral,United Kingdom,0
SP-01459,16,114.52,5,5,2,4.4,1,11,Professional,Paid,Portugal,0
SP-01460,31,126.82,5,3,1,4.8,2,10,Professional,Organic,Portugal,0
SP-01461,48,77.3,2,4,0,2.6,0,24,Professional,Referral,United Kingdom,0
SP-01462,19,127.17,12,3,1,2.7,0,18,Professional,Organic,United Kingdom,0
SP-01463,3,97.73,6,5,1,4.0,1,29,Basic,Paid,United Kingdom,0
SP-01464,4,53.59,6,2,0,3.9,2,27,Enterprise,Organic,Germany,0
SP-01465,52,145.92,7,3,0,3.6,0,41,Basic,Paid,Germany,0
SP-01466,7,54.64,11,3,0,3.4,1,21,Enterprise,Partner,Germany,0
SP-01467,39,79.56,8,1,0,3.1,1,18,Basic,Paid,Germany,0
SP-01468,24,77.39,5,1,0,4.1,0,10,Professional,Referral,Germany,0
SP-01469,47,71.98,10,3,0,3.0,0,12,Basic,Referral,Germany,0
SP-01470,4,37.66,8,3,1,4.1,0,22,Enterprise,Referral,United Kingdom,0
SP-01471,54,181.75,4,7,0,3.3,0,8,Professional,Organic,Germany,0
SP-01472,42,39.51,9,7,2,3.5,0,25,Enterprise,Paid,United Kingdom,0
SP-01473,27,149.82,9,5,4,4.8,0,10,Professional,Partner,Germany,0
SP-01474,13,58.93,8,5,3,4.6,0,12,Basic,Paid,Germany,0
SP-01475,59,66.61,6,7,2,3.0,0,32,Basic,Partner,Germany,0
SP-01476,19,143.52,11,2,0,3.1,0,19,Enterprise,Partner,United Kingdom,1
SP-01477,30,102.02,5,8,4,4.4,1,12,Professional,Referral,Germany,0
SP-01478,24,47.38,7,1,2,2.7,2,38,Enterprise,Referral,Portugal,1
SP-01479,14,47.01,10,4,0,5.0,1,7,Professional,Referral,United Kingdom,1
SP-01480,25,95.93,5,3,2,3.9,1,6,Professional,Organic,United Kingdom,1
SP-01481,10,54.28,11,6,2,3.3,0,6,Professional,Organic,Germany,0
SP-01482,1,103.99,7,1,0,3.8,0,14,Professional,Organic,Portugal,0
SP-01483,18,108.37,7,6,2,4.9,1,12,Enterprise,Referral,Germany,0
SP-01484,7,61.39,12,4,2,2.1,0,15,Professional,Referral,Portugal,1
SP-01485,25,68.04,4,1,1,4.6,0,2,Enterprise,Organic,Germany,0
SP-01486,52,97.21,4,5,1,4.8,0,2,Basic,Organic,Portugal,0
SP-01487,10,60.33,9,2,2,3.5,0,6,Professional,Paid,Portugal,0
SP-01488,1,87.44,7,5,1,3.7,0,14,Professional,Referral,Germany,0
SP-01489,7,205.72,8,4,0,3.9,2,8,Basic,Paid,Germany,0
SP-01490,31,99.11,8,6,0,4.4,1,4,Professional,Organic,Portugal,0
SP-01491,17,72.38,8,2,1,3.2,0,5,Professional,Referral,United Kingdom,0
SP-01492,30,189.94,14,7,1,3.8,1,19,Enterprise,Organic,Germany,0
SP-01493,2,117.93,15,3,1,3.7,1,29,Professional,Partner,United Kingdom,0
SP-01494,20,54.79,11,4,0,4.3,0,9,Basic,Partner,Portugal,0
SP-01495,25,58.82,10,3,1,5.0,0,4,Enterprise,Organic,Portugal,0
SP-01496,26,41.21,5,5,0,3.2,0,14,Basic,Organic,Germany,0
SP-01497,34,96.48,6,2,1,3.9,2,35,Professional,Organic,United Kingdom,0
SP-01498,47,35.27,9,3,0,3.2,3,13,Professional,Organic,United Kingdom,1
SP-01499,29,189.84,8,5,1,3.4,1,13,Basic,Paid,Germany,0
SP-01500,51,75.88,7,1,3,2.9,1,10,Basic,Organic,Germany,0
SP-01501,32,120.99,8,2,1,2.6,0,16,Professional,Organic,Germany,0
SP-01502,16,73.13,9,3,1,4.7,0,13,Enterprise,Referral,Germany,0
SP-01503,14,95.79,6,5,3,4.1,2,2,Enterprise,Paid,United Kingdom,0
SP-01504,20,80.0,11,3,2,3.9,0,16,Enterprise,Organic,Germany,0
SP-01505,36,86.42,7,4,0,3.1,2,13,Basic,Organic,United Kingdom,0
SP-01506,15,136.79,4,2,1,3.7,2,5,Basic,Organic,United Kingdom,0
SP-01507,55,164.9,10,1,0,2.9,0,7,Basic,Organic,Germany,0
SP-01508,29,159.3,10,2,4,3.8,0,3,Enterprise,Organic,Germany,0
SP-01509,52,276.44,10,2,3,4.1,3,18,Basic,Paid,Germany,0
SP-01510,41,62.94,9,3,1,3.4,0,21,Professional,Partner,United Kingdom,0
SP-01511,21,99.63,5,1,1,3.2,0,14,Enterprise,Organic,Germany,0
SP-01512,14,63.52,7,3,0,3.4,1,9,Professional,Organic,United Kingdom,0
SP-01513,45,134.39,8,5,1,4.5,2,12,Basic,Organic,United Kingdom,0
SP-01514,20,55.83,7,2,0,4.0,0,14,Basic,Organic,United Kingdom,0
SP-01515,15,137.81,9,3,1,2.5,1,14,Professional,Paid,Germany,0
SP-01516,56,92.09,8,6,3,4.4,0,19,Basic,Referral,Portugal,0
SP-01517,29,81.85,6,6,0,4.2,1,7,Professional,Organic,Germany,0
SP-01518,3,85.71,8,7,2,3.9,0,13,Basic,Organic,Germany,0
SP-01519,30,51.98,9,3,0,5.0,1,6,Enterprise,Organic,United Kingdom,0
SP-01520,28,53.69,5,2,0,3.8,0,18,Enterprise,Organic,Portugal,0
SP-01521,52,92.76,5,1,0,4.1,1,6,Professional,Paid,United Kingdom,0
SP-01522,43,92.5,8,3,1,4.2,0,38,Basic,Paid,United Kingdom,0
SP-01523,12,64.67,7,6,0,4.5,2,12,Basic,Organic,United Kingdom,0
SP-01524,10,75.55,10,9,1,3.6,1,8,Basic,Organic,United Kingdom,0
SP-01525,37,103.11,7,5,0,3.3,2,7,Enterprise,Paid,United Kingdom,0
SP-01526,3,60.2,4,4,0,4.6,0,12,Professional,Referral,United Kingdom,0
SP-01527,20,39.44,7,3,2,4.5,0,32,Basic,Organic,Germany,1
SP-01528,9,152.96,11,3,2,4.8,0,5,Professional,Paid,United Kingdom,0
SP-01529,2,95.45,7,0,0,4.1,1,18,Enterprise,Paid,Germany,0
SP-01530,56,69.35,14,4,4,2.5,0,6,Basic,Organic,Germany,0
SP-01531,6,63.44,11,6,1,3.9,0,4,Professional,Paid,United Kingdom,0
SP-01532,1,59.97,10,3,2,3.8,0,15,Enterprise,Paid,United Kingdom,0
SP-01533,56,134.16,12,5,0,4.8,0,9,Basic,Organic,United Kingdom,0
SP-01534,12,48.6,13,7,1,4.6,2,11,Professional,Partner,United Kingdom,0
SP-01535,49,99.52,10,4,0,4.3,2,15,Professional,Referral,Germany,0
SP-01536,2,99.49,7,3,0,2.1,1,32,Professional,Organic,Germany,0
SP-01537,10,115.39,3,6,2,3.1,0,18,Basic,Paid,United Kingdom,1
SP-01538,7,72.05,8,2,0,3.5,1,9,Basic,Organic,Germany,0
SP-01539,43,147.3,5,5,2,3.5,1,19,Professional,Organic,Germany,0
SP-01540,38,116.83,5,5,1,3.9,0,4,Basic,Paid,Portugal,0
SP-01541,29,71.06,6,2,0,5.0,0,10,Professional,Referral,Germany,0
SP-01542,15,62.26,8,2,0,4.4,0,8,Basic,Organic,Germany,0
SP-01543,6,80.09,11,5,3,3.1,0,43,Professional,Paid,Germany,1
SP-01544,35,70.1,5,4,1,3.1,0,6,Basic,Organic,Germany,0
SP-01545,14,58.24,13,4,1,3.1,0,17,Professional,Organic,Germany,0
SP-01546,36,87.28,7,3,1,3.7,0,7,Basic,Paid,Germany,0
SP-01547,42,75.75,8,4,1,4.4,0,5,Professional,Paid,Germany,0
SP-01548,51,162.46,9,4,0,4.6,1,6,Basic,Referral,Portugal,0
SP-01549,30,70.06,4,6,2,3.5,1,13,Basic,Referral,United Kingdom,1
SP-01550,1,62.04,5,2,0,3.8,2,11,Basic,Partner,Germany,0
SP-01551,17,84.96,6,1,2,5.0,2,9,Professional,Organic,Portugal,0
SP-01552,52,94.2,10,3,3,2.6,0,22,Basic,Referral,Portugal,0
SP-01553,32,97.19,9,2,0,4.3,1,9,Professional,Paid,Germany,0
SP-01554,38,96.8,7,1,0,4.2,0,20,Basic,Partner,Germany,0
SP-01555,28,86.15,8,5,2,3.6,0,11,Enterprise,Paid,Germany,0
SP-01556,10,83.59,4,5,1,3.8,0,5,Basic,Organic,United Kingdom,1
SP-01557,54,108.63,14,5,1,4.1,0,12,Basic,Paid,United Kingdom,0
SP-01558,47,56.16,9,0,2,3.6,0,12,Professional,Paid,United Kingdom,0
SP-01559,60,62.21,9,3,2,3.3,1,48,Basic,Paid,United Kingdom,0
SP-01560,52,43.95,11,7,2,3.2,2,27,Professional,Organic,Germany,1
SP-01561,18,56.52,7,2,2,5.0,2,30,Professional,Partner,Germany,1
SP-01562,16,128.53,12,0,1,3.4,0,11,Professional,Paid,United Kingdom,0
SP-01563,15,106.72,11,1,0,4.0,1,7,Basic,Paid,Germany,0
SP-01564,56,171.96,7,4,0,4.4,0,9,Basic,Partner,Germany,0
SP-01565,34,153.93,8,4,0,3.6,1,9,Basic,Organic,Germany,0
SP-01566,28,107.1,10,3,2,3.8,2,21,Basic,Paid,United Kingdom,0
SP-01567,59,90.1,4,7,1,4.2,0,8,Professional,Paid,United Kingdom,0
SP-01568,37,85.63,10,1,1,3.1,0,19,Professional,Paid,Germany,0
SP-01569,55,34.51,5,1,0,2.6,0,23,Enterprise,Referral,Germany,0
SP-01570,60,81.77,9,3,2,3.2,3,16,Professional,Organic,United Kingdom,0
SP-01571,5,66.59,10,2,2,5.0,0,4,Professional,Paid,United Kingdom,0
SP-01572,22,57.52,9,4,2,3.3,0,16,Professional,Organic,Germany,0
SP-01573,45,100.03,6,3,0,3.9,0,4,Basic,Partner,United Kingdom,0
SP-01574,49,77.77,5,5,0,2.7,2,12,Basic,Paid,United Kingdom,0
SP-01575,9,87.8,8,3,0,4.9,1,10,Basic,Referral,Germany,0
SP-01576,20,54.2,4,4,1,3.6,0,17,Basic,Organic,United Kingdom,1
SP-01577,33,118.95,9,2,1,3.4,1,8,Enterprise,Organic,Germany,0
SP-01578,48,69.92,11,1,1,3.7,0,7,Professional,Organic,United Kingdom,0
SP-01579,7,97.84,6,3,2,5.0,0,8,Basic,Organic,Portugal,0
SP-01580,37,72.32,6,1,1,4.2,2,9,Basic,Referral,Germany,1
SP-01581,18,32.35,10,6,2,3.7,1,3,Professional,Paid,Germany,0
SP-01582,13,101.7,8,4,0,1.5,0,24,Professional,Partner,United Kingdom,0
SP-01583,31,79.85,12,3,0,4.9,0,9,Basic,Paid,United Kingdom,0
SP-01584,25,42.8,8,4,5,3.2,0,19,Professional,Referral,Germany,1
SP-01585,39,51.63,10,3,1,3.1,1,15,Professional,Organic,Germany,0
SP-01586,20,120.42,15,2,5,3.2,1,10,Basic,Partner,Germany,1
SP-01587,50,43.59,11,6,2,5.0,0,8,Professional,Organic,Germany,0
SP-01588,5,69.18,5,6,1,3.8,1,3,Enterprise,Paid,Portugal,0
SP-01589,52,178.62,13,5,0,2.6,0,7,Professional,Paid,United Kingdom,0
SP-01590,2,102.8,6,4,3,3.6,0,4,Professional,Organic,United Kingdom,0
SP-01591,45,113.42,8,3,0,3.1,1,5,Basic,Paid,Portugal,0
SP-01592,21,75.05,6,1,1,4.1,0,19,Professional,Partner,Germany,0
SP-01593,24,41.4,7,4,0,3.5,0,8,Professional,Paid,Portugal,0
SP-01594,2,91.26,15,5,0,2.5,3,6,Basic,Referral,Portugal,0
SP-01595,43,53.05,10,3,0,3.7,0,8,Basic,Referral,Germany,0
SP-01596,10,51.04,10,5,0,3.8,0,4,Professional,Organic,Portugal,0
SP-01597,40,86.96,12,4,2,2.8,0,4,Professional,Organic,United Kingdom,0
SP-01598,44,54.52,10,7,3,2.2,0,21,Professional,Partner,Germany,0
SP-01599,51,82.9,9,0,0,4.0,1,28,Professional,Referral,Germany,0
SP-01600,43,63.04,11,4,2,3.6,0,11,Professional,Organic,Germany,0
SP-01601,19,81.73,4,5,2,3.6,1,2,Enterprise,Referral,United Kingdom,0
SP-01602,45,67.38,5,4,1,4.4,1,27,Professional,Referral,Germany,0
SP-01603,50,82.65,4,6,1,2.2,2,36,Basic,Organic,Germany,1
SP-01604,20,148.38,9,3,1,3.8,0,14,Basic,Organic,United Kingdom,0
SP-01605,8,114.5,6,2,1,4.3,2,7,Basic,Referral,United Kingdom,0
SP-01606,54,78.93,8,8,1,3.7,0,19,Basic,Partner,Germany,0
SP-01607,9,138.15,5,2,0,2.7,1,10,Basic,Organic,Germany,0
SP-01608,36,98.42,7,1,1,3.3,0,18,Professional,Referral,United Kingdom,0
SP-01609,15,134.08,7,5,1,3.4,1,3,Enterprise,Paid,Germany,0
SP-01610,8,45.43,4,1,1,2.5,0,8,Professional,Organic,United Kingdom,1
SP-01611,47,54.77,12,3,0,4.1,0,4,Enterprise,Paid,Germany,0
SP-01612,9,90.82,12,7,0,3.8,1,5,Basic,Referral,Germany,0
SP-01613,41,78.13,8,4,2,3.3,0,3,Basic,Referral,Portugal,0
SP-01614,42,82.74,9,5,0,4.6,1,5,Basic,Organic,Germany,0
SP-01615,4,105.05,8,3,1,3.4,0,24,Professional,Organic,Germany,1
SP-01616,11,91.19,11,4,0,5.0,2,6,Basic,Paid,Germany,0
SP-01617,48,119.13,10,4,0,3.6,0,3,Basic,Organic,Germany,0
SP-01618,31,117.76,14,5,2,3.0,0,6,Basic,Referral,Germany,0
SP-01619,8,55.79,11,3,1,3.1,1,3,Professional,Referral,Portugal,0
SP-01620,60,32.75,10,2,0,3.9,0,11,Enterprise,Organic,Germany,0
SP-01621,16,54.37,9,5,2,2.9,3,6,Basic,Paid,United Kingdom,0
SP-01622,1,53.0,6,3,1,3.9,1,9,Basic,Referral,Germany,0
SP-01623,56,85.29,10,3,0,3.5,0,7,Basic,Partner,Germany,0
SP-01624,1,84.84,7,6,0,3.5,0,9,Professional,Organic,United Kingdom,1
SP-01625,34,76.22,7,3,1,3.8,0,2,Basic,Organic,United Kingdom,0
SP-01626,60,99.99,12,4,1,4.6,2,5,Basic,Organic,Germany,0
SP-01627,35,213.68,8,3,0,3.4,0,16,Basic,Organic,Germany,0
SP-01628,36,75.55,5,2,1,3.9,1,16,Basic,Partner,Germany,0
SP-01629,24,92.38,9,7,4,4.2,3,9,Basic,Referral,Portugal,1
SP-01630,8,82.73,8,5,1,2.8,1,10,Professional,Organic,United Kingdom,0
SP-01631,35,64.97,10,2,2,4.2,1,2,Professional,Organic,Portugal,0
SP-01632,54,105.45,8,1,1,4.5,1,13,Enterprise,Referral,Germany,0
SP-01633,6,74.04,10,5,2,4.6,0,23,Basic,Organic,Germany,0
SP-01634,53,59.5,5,3,2,2.9,0,3,Professional,Organic,United Kingdom,0
SP-01635,25,61.28,9,4,0,3.0,0,18,Professional,Paid,Portugal,0
SP-01636,33,120.94,4,4,4,3.8,1,3,Basic,Paid,United Kingdom,0
SP-01637,10,104.37,11,3,0,3.7,0,11,Basic,Organic,Germany,0
SP-01638,38,67.87,7,5,1,3.8,0,2,Basic,Referral,Germany,0
SP-01639,11,99.31,9,4,0,3.5,0,3,Enterprise,Referral,Portugal,1
SP-01640,17,83.13,7,2,1,3.9,1,5,Enterprise,Paid,United Kingdom,0
SP-01641,44,93.04,5,2,1,1.8,1,4,Basic,Organic,Portugal,0
SP-01642,4,64.29,4,1,0,4.3,0,22,Professional,Paid,United Kingdom,0
SP-01643,27,53.65,9,5,0,5.0,2,12,Basic,Referral,Germany,0
SP-01644,36,73.87,10,4,2,3.4,0,5,Professional,Referral,Germany,0
SP-01645,8,57.27,6,5,2,4.0,0,16,Basic,Referral,Germany,0
SP-01646,18,55.61,6,1,1,5.0,0,17,Basic,Referral,Germany,0
SP-01647,21,46.43,10,7,1,3.8,0,14,Professional,Partner,United Kingdom,0
SP-01648,40,32.83,9,3,0,4.0,1,13,Basic,Paid,Germany,0
SP-01649,59,68.35,5,10,2,5.0,0,13,Basic,Organic,Germany,0
SP-01650,51,130.53,7,4,1,5.0,2,4,Enterprise,Organic,Germany,0
SP-01651,12,116.79,12,6,0,3.0,1,11,Basic,Referral,Portugal,0
SP-01652,2,158.07,14,5,1,3.5,1,22,Basic,Organic,United Kingdom,0
SP-01653,4,54.67,12,2,2,4.5,1,31,Basic,Paid,Germany,0
SP-01654,36,108.31,11,3,1,4.2,2,10,Professional,Paid,United Kingdom,0
SP-01655,10,78.78,4,2,0,4.4,1,6,Basic,Organic,Portugal,0
SP-01656,14,61.32,8,2,0,1.7,0,5,Enterprise,Partner,United Kingdom,0
SP-01657,51,124.15,10,2,2,2.2,0,21,Basic,Partner,Germany,1
SP-01658,53,79.1,10,1,1,5.0,1,5,Professional,Referral,Germany,0
SP-01659,51,39.41,6,4,0,4.4,2,9,Basic,Referral,United Kingdom,0
SP-01660,16,116.26,7,4,1,4.1,1,9,Basic,Organic,Germany,0
SP-01661,38,96.49,13,6,1,2.8,0,17,Basic,Partner,Germany,0
SP-01662,37,87.29,10,3,1,3.5,3,13,Basic,Organic,Germany,0
SP-01663,12,50.47,8,2,0,4.3,1,36,Professional,Paid,Germany,0
SP-01664,34,91.5,3,5,1,2.7,0,13,Professional,Paid,Germany,0
SP-01665,32,148.56,8,2,2,3.2,0,21,Enterprise,Organic,Germany,0
SP-01666,24,95.38,10,3,1,4.1,0,7,Professional,Organic,Germany,0
SP-01667,46,43.89,8,3,0,4.3,0,13,Basic,Paid,United Kingdom,0
SP-01668,41,98.39,7,6,1,3.4,1,22,Basic,Organic,Portugal,1
SP-01669,32,95.8,10,4,3,4.6,2,20,Basic,Organic,Germany,0
SP-01670,44,112.02,10,3,1,4.6,4,3,Basic,Partner,United Kingdom,0
SP-01671,46,94.69,12,2,2,2.4,1,4,Professional,Referral,Germany,0
SP-01672,35,55.68,18,4,3,5.0,2,13,Professional,Paid,United Kingdom,0
SP-01673,17,85.35,5,1,1,4.7,0,9,Professional,Organic,Germany,0
