customer_id,tenure_months,monthly_spend_eur,logins_30d,content_completions_30d,support_tickets_90d,satisfaction_score,payment_delays_12m,days_since_last_activity,plan_type,acquisition_channel,region,churned,churn_probability,risk_band,recommended_action
SP-01484,7,61.39,12,4,2,2.1,0,15,Professional,Referral,Portugal,1,0.7541881658413055,High,Proactive account-manager outreach
SP-01610,8,45.43,4,1,1,2.5,0,8,Professional,Organic,United Kingdom,1,0.7540415017883517,High,Proactive account-manager outreach
SP-00431,6,86.62,4,3,2,3.3,0,16,Basic,Paid,United Kingdom,1,0.7527235158894172,High,Proactive account-manager outreach
SP-00009,13,66.9,3,4,4,3.4,0,9,Basic,Organic,Portugal,0,0.7527058557884166,High,Escalate unresolved service issues
SP-00207,46,130.15,8,4,3,3.6,0,33,Basic,Organic,United Kingdom,0,0.752492746827021,High,Escalate unresolved service issues
SP-01049,41,70.04,7,3,0,1.9,1,20,Professional,Partner,Germany,0,0.7520242964624337,High,Proactive account-manager outreach
SP-01347,52,110.78,12,2,5,4.3,3,23,Professional,Organic,Portugal,0,0.7508104297605168,High,Offer billing support or flexible payment plan
SP-00818,7,125.18,5,3,2,3.2,1,19,Enterprise,Partner,Germany,0,0.7502776818789137,High,Proactive account-manager outreach
SP-00365,7,32.44,10,3,2,3.9,1,19,Basic,Partner,United Kingdom,0,0.7497356696511451,High,Proactive account-manager outreach
SP-00667,31,183.42,3,4,4,3.6,2,15,Professional,Organic,Portugal,1,0.7486501383210526,High,Offer billing support or flexible payment plan
SP-01725,33,83.93,8,2,2,2.1,3,1,Professional,Referral,United Kingdom,1,0.7485762229379255,High,Offer billing support or flexible payment plan
SP-00214,27,69.53,4,5,1,1.2,0,7,Basic,Organic,Germany,0,0.7479604836097463,High,Proactive account-manager outreach
SP-01769,5,79.22,8,3,1,2.4,2,6,Professional,Referral,Germany,0,0.7474423427541317,High,Offer billing support or flexible payment plan
SP-00778,8,115.56,13,0,1,3.7,1,32,Professional,Paid,Portugal,1,0.7471386001418746,High,Send re-engagement journey
SP-00329,9,66.55,5,5,3,3.3,0,13,Professional,Partner,United Kingdom,1,0.7460123437749786,High,Escalate unresolved service issues
SP-02051,11,103.02,8,9,2,3.2,0,31,Professional,Paid,Germany,0,0.7459255106184779,High,Send re-engagement journey
SP-02485,21,54.03,7,1,2,4.6,1,27,Basic,Paid,United Kingdom,1,0.7448070102337927,High,Send re-engagement journey
SP-00974,29,105.8,7,3,4,2.8,0,14,Professional,Paid,United Kingdom,0,0.7445989510612672,High,Escalate unresolved service issues
SP-00838,12,73.48,10,1,0,4.4,1,35,Professional,Partner,United Kingdom,0,0.743488356339974,High,Send re-engagement journey
SP-01685,22,109.89,10,7,4,2.7,0,19,Basic,Organic,Portugal,0,0.7430184245656297,High,Escalate unresolved service issues
SP-00075,42,75.99,11,2,1,4.4,0,46,Basic,Partner,Germany,0,0.7429814257439593,High,Send re-engagement journey
SP-01978,21,157.14,9,3,1,4.1,1,38,Basic,Organic,Portugal,0,0.7424532762536432,High,Send re-engagement journey
SP-00916,28,72.2,5,3,0,2.7,0,30,Enterprise,Partner,United Kingdom,1,0.7417107782784403,High,Send re-engagement journey
SP-01940,13,69.01,8,4,4,2.5,0,6,Basic,Paid,Germany,0,0.7416444863295444,High,Escalate unresolved service issues
SP-01430,48,59.32,4,3,2,2.4,1,12,Basic,Organic,Germany,1,0.7407114760895769,High,Proactive account-manager outreach
SP-00338,20,105.64,6,1,0,4.3,3,25,Professional,Organic,United Kingdom,0,0.7406774429696974,High,Offer billing support or flexible payment plan
SP-00315,15,43.92,7,2,1,2.5,1,10,Professional,Organic,Germany,0,0.739863899850225,High,Proactive account-manager outreach
SP-02491,21,142.88,3,0,2,3.8,1,18,Professional,Organic,Germany,1,0.7397969456195094,High,Proactive account-manager outreach
SP-01368,28,91.84,6,5,3,3.2,0,20,Professional,Partner,United Kingdom,0,0.7396926430212646,High,Escalate unresolved service issues
SP-01598,44,54.52,10,7,3,2.2,0,21,Professional,Partner,Germany,0,0.7389738727440837,High,Escalate unresolved service issues
SP-02272,20,32.76,10,3,3,2.6,0,11,Professional,Referral,Germany,0,0.7384119749963616,High,Escalate unresolved service issues
SP-00513,51,46.01,11,2,5,3.9,0,26,Professional,Organic,Portugal,1,0.733930571032646,High,Escalate unresolved service issues
SP-00993,12,70.82,6,3,1,4.7,1,31,Basic,Referral,Portugal,0,0.7327229273563678,High,Send re-engagement journey
SP-00114,28,23.65,6,1,2,3.6,1,14,Basic,Partner,Germany,1,0.7317700424713814,High,Proactive account-manager outreach
SP-01537,10,115.39,3,6,2,3.1,0,18,Basic,Paid,United Kingdom,1,0.7306567668832207,High,Proactive account-manager outreach
SP-00830,2,36.76,6,5,1,3.3,0,18,Basic,Organic,United Kingdom,0,0.7304768554732596,High,Proactive account-manager outreach
SP-01114,18,48.43,3,3,2,3.6,1,14,Professional,Paid,United Kingdom,1,0.7301215376145219,High,Proactive account-manager outreach
SP-01735,52,62.79,7,0,2,2.2,0,16,Basic,Partner,Portugal,1,0.7297328618555851,High,Proactive account-manager outreach
SP-01149,42,90.48,13,4,3,3.1,0,30,Professional,Organic,United Kingdom,0,0.7290506600228468,High,Escalate unresolved service issues
SP-01475,59,66.61,6,7,2,3.0,0,32,Basic,Partner,Germany,0,0.728914779159566,High,Send re-engagement journey
SP-02431,8,81.24,6,1,2,4.2,3,11,Professional,Organic,Portugal,1,0.7287488147245623,High,Offer billing support or flexible payment plan
SP-01272,7,141.46,6,2,0,2.7,1,18,Basic,Paid,United Kingdom,1,0.7277581290736121,High,Proactive account-manager outreach
SP-00819,40,148.53,5,3,0,2.9,1,30,Basic,Referral,Portugal,1,0.7275551041044932,High,Send re-engagement journey
SP-00970,3,79.96,7,8,3,3.5,0,24,Enterprise,Referral,United Kingdom,0,0.726629252781598,High,Escalate unresolved service issues
SP-01075,29,82.64,5,4,3,2.9,0,18,Professional,Paid,Portugal,0,0.7264497324377812,High,Escalate unresolved service issues
SP-01812,40,90.97,6,2,0,3.4,0,40,Enterprise,Referral,United Kingdom,0,0.7259069844384807,High,Send re-engagement journey
SP-00584,4,111.73,6,5,2,2.2,0,11,Professional,Paid,Germany,1,0.725551324895146,High,Proactive account-manager outreach
SP-01399,2,148.46,7,2,0,2.7,2,12,Professional,Referral,United Kingdom,0,0.7252712394196236,High,Offer billing support or flexible payment plan
SP-01099,3,72.41,11,5,1,2.3,1,13,Professional,Referral,Germany,0,0.7252388362940393,High,Proactive account-manager outreach
SP-01161,35,43.08,9,5,0,3.1,1,31,Professional,Partner,Germany,0,0.7252121624229421,High,Send re-engagement journey
SP-00901,1,88.89,10,2,3,3.6,0,16,Professional,Partner,Germany,1,0.7248206362509373,High,Escalate unresolved service issues
SP-00829,52,63.27,8,3,2,2.5,0,24,Basic,Organic,Portugal,0,0.724678649231149,High,Send re-engagement journey
SP-02403,45,92.83,7,6,2,3.7,1,36,Professional,Paid,Portugal,0,0.7241314981767925,High,Send re-engagement journey
SP-02082,6,77.77,8,4,2,3.0,2,6,Basic,Partner,Germany,0,0.7237269056288683,High,Offer billing support or flexible payment plan
SP-00270,36,66.44,13,7,1,3.4,2,33,Basic,Organic,Germany,0,0.7224274396641464,High,Offer billing support or flexible payment plan
SP-00189,15,61.84,8,0,2,4.9,1,33,Enterprise,Referral,Portugal,1,0.7221124792375222,High,Send re-engagement journey
SP-00798,28,46.37,8,3,5,3.7,1,7,Basic,Organic,Germany,0,0.7215129653787152,High,Escalate unresolved service issues
SP-00100,9,104.39,11,4,0,2.6,0,26,Basic,Referral,Germany,0,0.7203261043447745,High,Send re-engagement journey
SP-00745,48,135.59,8,2,4,1.6,0,6,Basic,Organic,Germany,0,0.7196262760739695,High,Escalate unresolved service issues
SP-01261,16,109.47,7,2,2,3.4,0,20,Basic,Organic,Germany,0,0.7192107798040727,High,Proactive account-manager outreach
SP-00736,41,89.72,12,2,3,3.3,1,22,Professional,Referral,United Kingdom,0,0.7184806974887161,High,Escalate unresolved service issues
SP-02186,18,66.05,10,5,1,3.1,0,30,Professional,Paid,Germany,0,0.7179406665210979,High,Send re-engagement journey
SP-01275,46,68.46,3,3,0,3.8,0,38,Basic,Paid,Germany,1,0.7176307577732199,High,Send re-engagement journey
SP-01621,16,54.37,9,5,2,2.9,3,6,Basic,Paid,United Kingdom,0,0.7174252630136666,High,Offer billing support or flexible payment plan
SP-01754,24,116.6,6,1,0,1.0,0,6,Basic,Referral,Germany,0,0.716035794918575,High,Proactive account-manager outreach
SP-01615,4,105.05,8,3,1,3.4,0,24,Professional,Organic,Germany,1,0.7156241035682528,High,Send re-engagement journey
SP-00299,18,35.51,12,2,1,3.5,2,19,Professional,Referral,Germany,1,0.7145493614689612,High,Offer billing support or flexible payment plan
SP-00722,56,56.09,5,1,3,3.1,2,12,Basic,Paid,Portugal,1,0.7145318109886428,High,Offer billing support or flexible payment plan
SP-02072,39,95.91,4,3,0,3.1,1,25,Basic,Partner,Germany,0,0.7135925022247147,High,Send re-engagement journey
SP-01110,3,98.97,7,5,0,2.4,2,12,Professional,Paid,United Kingdom,0,0.7128422014109645,High,Offer billing support or flexible payment plan
SP-02434,19,76.65,11,2,3,4.3,1,24,Basic,Paid,United Kingdom,1,0.7128417904710258,High,Escalate unresolved service issues
SP-00137,37,96.94,4,4,3,3.6,2,12,Basic,Partner,Germany,0,0.7124994883294264,High,Offer billing support or flexible payment plan
SP-02369,10,48.86,5,2,2,3.7,1,13,Professional,Paid,Germany,1,0.7114408943230001,High,Proactive account-manager outreach
SP-01827,7,83.08,8,6,3,3.6,0,18,Basic,Referral,Germany,0,0.7108286676458855,High,Escalate unresolved service issues
SP-01586,20,120.42,15,2,5,3.2,1,10,Basic,Partner,Germany,1,0.7105745079622982,High,Escalate unresolved service issues
SP-01000,31,54.25,4,1,0,3.5,1,21,Basic,Referral,Germany,0,0.7100476237177223,High,Send re-engagement journey
SP-02464,36,47.69,8,2,1,2.5,1,19,Professional,Paid,Portugal,1,0.7091183034010649,High,Proactive account-manager outreach
SP-00541,43,68.14,5,5,4,4.0,2,15,Professional,Organic,Germany,1,0.7090097044801997,High,Offer billing support or flexible payment plan
SP-01059,26,75.76,3,3,2,4.0,1,17,Basic,Partner,United Kingdom,0,0.7086055632738286,High,Proactive account-manager outreach
SP-00058,10,124.77,8,1,1,2.8,1,12,Basic,Referral,Germany,1,0.7064833788932258,High,Proactive account-manager outreach
SP-00761,11,71.29,11,3,3,2.6,0,12,Professional,Paid,Germany,0,0.706206145616389,High,Escalate unresolved service issues
SP-02033,6,116.26,8,4,2,3.6,0,23,Professional,Organic,Germany,1,0.7041623557834579,High,Send re-engagement journey
SP-01834,5,67.5,6,4,2,2.9,0,11,Basic,Paid,United Kingdom,0,0.7038744071718613,High,Proactive account-manager outreach
SP-01493,2,117.93,15,3,1,3.7,1,29,Professional,Partner,United Kingdom,0,0.7037144210675854,High,Send re-engagement journey
SP-00328,3,93.28,7,3,3,4.4,0,21,Basic,Referral,Portugal,0,0.7025832944973602,High,Escalate unresolved service issues
SP-00412,14,126.17,11,1,1,2.0,1,9,Basic,Referral,Germany,0,0.7025663178916539,High,Proactive account-manager outreach
SP-01396,36,64.05,4,0,1,3.8,1,23,Professional,Paid,Germany,0,0.7020912723270502,High,Send re-engagement journey
SP-02316,1,101.3,8,4,3,3.3,1,14,Enterprise,Organic,Germany,0,0.7013453004744898,High,Escalate unresolved service issues
SP-02034,41,103.31,4,3,1,2.8,1,21,Professional,Paid,Germany,1,0.7005686387707796,High,Send re-engagement journey
SP-01446,3,101.21,11,1,0,2.5,1,17,Professional,Paid,Germany,1,0.7004501164097456,High,Proactive account-manager outreach
SP-00695,6,92.1,9,2,1,3.3,1,15,Basic,Referral,United Kingdom,0,0.699290570071576,High,Proactive account-manager outreach
SP-00347,60,89.95,9,2,1,2.2,1,22,Basic,Organic,Germany,0,0.6991588065872891,High,Send re-engagement journey
SP-00379,23,74.3,2,1,0,2.7,0,17,Professional,Paid,Germany,0,0.6991408131561205,High,Proactive account-manager outreach
SP-01560,52,43.95,11,7,2,3.2,2,27,Professional,Organic,Germany,1,0.6986957474348254,High,Offer billing support or flexible payment plan
SP-01373,27,82.28,11,4,1,4.1,2,30,Professional,Partner,United Kingdom,0,0.6986551500924246,High,Offer billing support or flexible payment plan
SP-02433,10,67.27,9,2,2,3.8,2,12,Professional,Organic,United Kingdom,1,0.6977575610853265,High,Offer billing support or flexible payment plan
SP-01552,52,94.2,10,3,3,2.6,0,22,Basic,Referral,Portugal,0,0.6976979970973815,High,Escalate unresolved service issues
SP-00171,7,115.64,5,2,1,4.0,0,26,Basic,Paid,Germany,0,0.6975828182178538,High,Send re-engagement journey
SP-02278,4,107.36,11,5,1,4.2,2,26,Basic,Referral,Germany,0,0.6963558305068585,High,Offer billing support or flexible payment plan
SP-00309,19,86.65,7,3,2,1.5,0,4,Professional,Paid,Germany,0,0.6947657332605063,High,Proactive account-manager outreach
SP-01970,10,56.43,9,7,3,2.7,2,3,Professional,Organic,Germany,0,0.6947530644916874,High,Offer billing support or flexible payment plan
SP-01696,41,39.98,14,2,2,3.7,0,34,Professional,Organic,Germany,0,0.6939447576546227,High,Send re-engagement journey
SP-00170,2,64.64,8,3,0,4.0,1,26,Basic,Organic,Portugal,0,0.6933333535862575,High,Send re-engagement journey
SP-01309,25,82.37,4,2,1,2.9,1,11,Professional,Referral,United Kingdom,0,0.6926683558030594,High,Proactive account-manager outreach
SP-00436,8,127.42,6,1,2,3.1,1,8,Basic,Referral,Portugal,0,0.6926239676381566,High,Proactive account-manager outreach
SP-01976,4,68.82,10,5,2,4.3,0,29,Basic,Referral,Portugal,0,0.6922518381388989,High,Send re-engagement journey
SP-01461,48,77.3,2,4,0,2.6,0,24,Professional,Referral,United Kingdom,0,0.6920818068705514,High,Send re-engagement journey
SP-00710,28,84.79,5,3,4,3.9,0,15,Professional,Organic,United Kingdom,0,0.6904812114735219,High,Escalate unresolved service issues
SP-00023,11,115.77,7,5,2,3.9,2,20,Basic,Paid,Portugal,0,0.6904343954210928,High,Offer billing support or flexible payment plan
SP-02171,2,76.85,6,2,0,4.3,3,14,Basic,Referral,United Kingdom,0,0.6898720572613117,High,Offer billing support or flexible payment plan
SP-00408,9,69.01,7,4,1,3.7,1,22,Professional,Paid,Germany,0,0.6895908323331555,High,Send re-engagement journey
SP-02116,13,75.84,9,1,3,3.3,1,9,Professional,Paid,Germany,0,0.6882998731918782,High,Escalate unresolved service issues
SP-01657,51,124.15,10,2,2,2.2,0,21,Basic,Partner,Germany,1,0.6874148951610213,High,Send re-engagement journey
SP-00522,9,29.81,5,5,1,4.1,2,16,Basic,Partner,Portugal,0,0.6870216914865804,High,Offer billing support or flexible payment plan
SP-00404,59,60.22,6,8,2,3.9,1,34,Basic,Referral,Germany,1,0.6867000920907796,High,Send re-engagement journey
SP-00701,32,63.23,9,6,1,2.7,1,22,Basic,Partner,Portugal,1,0.6860658706823871,High,Send re-engagement journey
SP-00400,19,84.24,2,4,3,2.6,0,3,Basic,Organic,Portugal,0,0.6844866487207679,High,Escalate unresolved service issues
SP-02329,2,148.97,11,4,1,3.3,0,28,Basic,Paid,United Kingdom,1,0.6844537070545744,High,Send re-engagement journey
SP-01253,5,111.03,12,4,2,3.5,2,15,Basic,Organic,Germany,1,0.6839660037997547,High,Offer billing support or flexible payment plan
SP-00595,20,95.41,6,2,4,4.4,1,12,Basic,Organic,United Kingdom,0,0.6838236461509885,High,Escalate unresolved service issues
SP-00275,26,53.49,10,6,1,3.8,1,30,Basic,Organic,Germany,1,0.6829340195292694,High,Send re-engagement journey
SP-00247,46,94.21,8,3,3,3.6,2,17,Professional,Organic,United Kingdom,0,0.6828065716585088,High,Offer billing support or flexible payment plan
SP-02301,17,61.88,4,0,2,3.1,0,9,Professional,Paid,Germany,0,0.682658860656538,High,Proactive account-manager outreach
SP-00581,6,86.12,11,3,3,3.1,2,4,Basic,Paid,United Kingdom,0,0.6815113411521857,High,Offer billing support or flexible payment plan
SP-02407,23,54.78,7,2,3,2.7,1,9,Enterprise,Paid,Germany,0,0.6807650998437192,High,Escalate unresolved service issues
SP-00554,20,29.73,4,3,2,3.9,1,12,Basic,Organic,Germany,0,0.680512535014157,High,Proactive account-manager outreach
SP-02085,8,79.97,6,4,0,2.6,3,4,Professional,Organic,Germany,0,0.6794781054665925,High,Offer billing support or flexible payment plan
SP-01013,15,114.27,10,3,4,4.7,1,26,Enterprise,Referral,United Kingdom,1,0.6785846117742316,High,Escalate unresolved service issues
SP-00225,44,135.86,9,3,2,4.0,0,37,Professional,Referral,Germany,0,0.6782252763990635,High,Send re-engagement journey
SP-01029,34,59.46,14,2,3,2.2,1,8,Professional,Referral,Germany,0,0.6781147419091592,High,Escalate unresolved service issues
SP-01160,21,99.12,6,2,0,2.7,0,19,Basic,Referral,Germany,0,0.6781134492967289,High,Proactive account-manager outreach
SP-02310,33,55.81,8,0,2,3.1,0,14,Basic,Partner,United Kingdom,0,0.6781024977135424,High,Proactive account-manager outreach
SP-00483,16,37.3,11,1,1,3.4,1,18,Basic,Paid,United Kingdom,0,0.6779191442782068,High,Proactive account-manager outreach
SP-00590,51,70.1,12,3,2,3.6,0,34,Basic,Referral,Germany,0,0.6778843939769091,High,Send re-engagement journey
SP-02324,40,78.59,8,2,4,2.7,1,3,Basic,Partner,Germany,0,0.6774172922775465,High,Escalate unresolved service issues
SP-00538,7,136.44,7,1,1,3.0,1,11,Professional,Referral,United Kingdom,0,0.677358600454145,High,Proactive account-manager outreach
SP-00634,23,81.11,7,4,2,3.9,0,26,Professional,Organic,Germany,0,0.6773577828428712,High,Send re-engagement journey
SP-00458,39,88.13,6,1,5,4.1,0,15,Basic,Paid,Germany,0,0.6772087480839624,High,Escalate unresolved service issues
SP-01154,55,98.01,6,0,3,3.9,1,19,Basic,Referral,United Kingdom,1,0.6770656670450985,High,Escalate unresolved service issues
SP-00724,8,62.64,11,1,1,3.9,3,11,Basic,Referral,Germany,0,0.6769946206886243,High,Offer billing support or flexible payment plan
SP-00642,55,66.95,6,4,1,3.1,0,29,Basic,Organic,United Kingdom,0,0.6762325346602664,High,Send re-engagement journey
SP-00142,13,53.14,7,3,0,3.6,3,12,Professional,Partner,United Kingdom,0,0.675231878325318,High,Offer billing support or flexible payment plan
SP-01256,6,101.57,8,2,0,3.3,2,13,Basic,Referral,United Kingdom,1,0.6747160617669188,High,Offer billing support or flexible payment plan
SP-00622,29,48.86,7,2,2,3.1,1,13,Professional,Paid,Germany,0,0.6743040247278467,High,Proactive account-manager outreach
SP-01101,29,42.97,11,1,1,2.0,1,8,Professional,Partner,Germany,1,0.673763859509711,High,Proactive account-manager outreach
SP-01772,23,60.45,7,4,3,3.5,1,11,Professional,Referral,Germany,0,0.6736230988170745,High,Escalate unresolved service issues
SP-01550,1,62.04,5,2,0,3.8,2,11,Basic,Partner,Germany,0,0.6724073428116838,High,Offer billing support or flexible payment plan
SP-01996,1,82.49,3,2,1,3.5,0,20,Enterprise,Paid,Germany,0,0.6719340346999063,High,Proactive account-manager outreach
SP-00411,11,114.07,5,3,1,3.4,1,17,Professional,Paid,United Kingdom,0,0.6718261608467466,High,Proactive account-manager outreach
SP-01090,9,53.09,7,2,3,3.5,0,9,Basic,Paid,United Kingdom,0,0.6717701509585164,High,Escalate unresolved service issues
SP-01689,57,128.5,8,5,1,3.6,1,37,Basic,Partner,Germany,0,0.671642737936492,High,Send re-engagement journey
SP-00913,23,82.08,12,4,2,4.3,2,26,Professional,Partner,Germany,0,0.6701682664509178,High,Offer billing support or flexible payment plan
